tier,method,random_seed,condition,layer_index,mean_probability_of_roughly_equal_option,items_used
general-instruct,baseline_igu_lora,42,equal,18,0.1863,48
general-instruct,baseline_igu_lora,42,equal,19,0.1834,48
general-instruct,baseline_igu_lora,42,equal,20,0.1883,48
general-instruct,baseline_igu_lora,42,equal,21,0.2014,48
general-instruct,baseline_igu_lora,42,equal,22,0.2112,48
general-instruct,baseline_igu_lora,42,equal,23,0.1915,48
general-instruct,baseline_igu_lora,42,equal,24,0.1663,48
general-instruct,baseline_igu_lora,42,equal,25,0.2011,48
general-instruct,baseline_igu_lora,42,equal,26,0.142,48
general-instruct,baseline_igu_lora,42,equal,27,0.2572,48
general-instruct,baseline_igu_lora,42,equal,28,0.356,48
general-instruct,baseline_igu_lora,42,equal,29,0.9003,48
general-instruct,baseline_lftf,42,diff,0,0.0798,48
general-instruct,baseline_lftf,42,diff,1,0.0799,48
general-instruct,baseline_lftf,42,diff,2,0.0794,48
general-instruct,baseline_lftf,42,diff,3,0.0792,48
general-instruct,baseline_lftf,42,diff,4,0.0794,48
general-instruct,baseline_lftf,42,diff,5,0.079,48
general-instruct,baseline_lftf,42,diff,6,0.079,48
general-instruct,baseline_lftf,42,diff,7,0.0787,48
general-instruct,baseline_lftf,42,diff,8,0.0771,48
general-instruct,baseline_lftf,42,diff,9,0.0749,48
general-instruct,baseline_lftf,42,diff,10,0.0765,48
general-instruct,baseline_lftf,42,diff,11,0.0765,48
general-instruct,baseline_lftf,42,diff,12,0.0788,48
general-instruct,baseline_lftf,42,diff,13,0.0776,48
general-instruct,baseline_lftf,42,diff,14,0.0747,48
general-instruct,baseline_lftf,42,diff,15,0.0763,48
general-instruct,baseline_lftf,42,diff,16,0.074,48
general-instruct,baseline_lftf,42,diff,17,0.0738,48
general-instruct,baseline_lftf,42,diff,18,0.0752,48
general-instruct,baseline_lftf,42,diff,19,0.0672,48
general-instruct,baseline_lftf,42,diff,20,0.0795,48
general-instruct,baseline_lftf,42,diff,21,0.0726,48
general-instruct,baseline_lftf,42,diff,22,0.1081,48
general-instruct,baseline_lftf,42,diff,23,0.1355,48
general-instruct,baseline_lftf,42,diff,24,0.1467,48
general-instruct,baseline_lftf,42,diff,25,0.1516,48
general-instruct,baseline_lftf,42,diff,26,0.1668,48
general-instruct,baseline_lftf,42,diff,27,0.1571,48
general-instruct,baseline_lftf,42,diff,28,0.1505,48
general-instruct,baseline_lftf,42,diff,29,0.0603,48
general-instruct,baseline_lftf,42,equal,0,0.0797,48
general-instruct,baseline_lftf,42,equal,1,0.0797,48
general-instruct,baseline_lftf,42,equal,2,0.08,48
general-instruct,baseline_lftf,42,equal,3,0.0793,48
general-instruct,baseline_lftf,42,equal,4,0.0792,48
general-instruct,baseline_lftf,42,equal,5,0.0794,48
general-instruct,baseline_lftf,42,equal,6,0.0787,48
general-instruct,baseline_lftf,42,equal,7,0.0788,48
general-instruct,baseline_lftf,42,equal,8,0.0768,48
general-instruct,baseline_lftf,42,equal,9,0.0739,48
general-instruct,baseline_lftf,42,equal,10,0.0775,48
general-instruct,baseline_lftf,42,equal,11,0.0786,48
general-instruct,baseline_lftf,42,equal,12,0.079,48
general-instruct,baseline_lftf,42,equal,13,0.0778,48
general-instruct,baseline_lftf,42,equal,14,0.0753,48
general-instruct,baseline_lftf,42,equal,15,0.0757,48
general-instruct,baseline_lftf,42,equal,16,0.0736,48
general-instruct,baseline_lftf,42,equal,17,0.0746,48
general-instruct,baseline_lftf,42,equal,18,0.0743,48
general-instruct,baseline_lftf,42,equal,19,0.067,48
general-instruct,baseline_lftf,42,equal,20,0.0788,48
general-instruct,baseline_lftf,42,equal,21,0.0757,48
general-instruct,baseline_lftf,42,equal,22,0.1051,48
general-instruct,baseline_lftf,42,equal,23,0.1309,48
general-instruct,baseline_lftf,42,equal,24,0.1377,48
general-instruct,baseline_lftf,42,equal,25,0.1512,48
general-instruct,baseline_lftf,42,equal,26,0.1358,48
general-instruct,baseline_lftf,42,equal,27,0.0983,48
general-instruct,baseline_lftf,42,equal,28,0.1344,48
general-instruct,baseline_lftf,42,equal,29,0.6739,48
general-instruct,baseline_pedal,42,diff,0,0.2319,48
general-instruct,baseline_pedal,42,diff,1,0.2322,48
general-instruct,baseline_pedal,42,diff,2,0.2343,48
general-instruct,baseline_pedal,42,diff,3,0.2326,48
general-instruct,baseline_pedal,42,diff,4,0.2302,48
general-instruct,baseline_pedal,42,diff,5,0.2288,48
general-instruct,baseline_pedal,42,diff,6,0.2336,48
general-instruct,baseline_pedal,42,diff,7,0.2339,48
general-instruct,baseline_pedal,42,diff,8,0.2377,48
general-instruct,baseline_pedal,42,diff,9,0.2387,48
general-instruct,baseline_pedal,42,diff,10,0.2397,48
general-instruct,baseline_pedal,42,diff,11,0.2296,48
general-instruct,baseline_pedal,42,diff,12,0.2353,48
general-instruct,baseline_pedal,42,diff,13,0.2352,48
general-instruct,baseline_pedal,42,diff,14,0.2336,48
general-instruct,baseline_pedal,42,diff,15,0.2331,48
general-instruct,baseline_pedal,42,diff,16,0.2343,48
general-instruct,baseline_pedal,42,diff,17,0.2344,48
general-instruct,baseline_pedal,42,diff,18,0.2423,48
general-instruct,baseline_pedal,42,diff,19,0.2399,48
general-instruct,baseline_pedal,42,diff,20,0.2411,48
general-instruct,baseline_pedal,42,diff,21,0.2474,48
general-instruct,baseline_pedal,42,diff,22,0.2351,48
general-instruct,baseline_pedal,42,diff,23,0.2191,48
general-instruct,baseline_pedal,42,diff,24,0.2211,48
general-instruct,baseline_pedal,42,diff,25,0.2517,48
general-instruct,baseline_pedal,42,diff,26,0.294,48
general-instruct,baseline_pedal,42,diff,27,0.2794,48
general-instruct,baseline_pedal,42,diff,28,0.2123,48
general-instruct,baseline_pedal,42,diff,29,0.0219,48
general-instruct,baseline_pedal,42,equal,0,0.233,48
general-instruct,baseline_pedal,42,equal,1,0.2324,48
general-instruct,baseline_pedal,42,equal,2,0.2331,48
general-instruct,baseline_pedal,42,equal,3,0.2321,48
general-instruct,baseline_pedal,42,equal,4,0.2331,48
general-instruct,baseline_pedal,42,equal,5,0.229,48
general-instruct,baseline_pedal,42,equal,6,0.233,48
general-instruct,baseline_pedal,42,equal,7,0.2344,48
general-instruct,baseline_pedal,42,equal,8,0.2393,48
general-instruct,baseline_pedal,42,equal,9,0.2381,48
general-instruct,baseline_pedal,42,equal,10,0.2367,48
general-instruct,baseline_pedal,42,equal,11,0.2306,48
general-instruct,baseline_pedal,42,equal,12,0.2343,48
general-instruct,baseline_pedal,42,equal,13,0.2349,48
general-instruct,baseline_pedal,42,equal,14,0.2334,48
general-instruct,baseline_pedal,42,equal,15,0.2324,48
general-instruct,baseline_pedal,42,equal,16,0.2338,48
general-instruct,baseline_pedal,42,equal,17,0.2379,48
general-instruct,baseline_pedal,42,equal,18,0.2385,48
general-instruct,baseline_pedal,42,equal,19,0.2439,48
general-instruct,baseline_pedal,42,equal,20,0.241,48
general-instruct,baseline_pedal,42,equal,21,0.2388,48
general-instruct,baseline_pedal,42,equal,22,0.2597,48
general-instruct,baseline_pedal,42,equal,23,0.3701,48
general-instruct,baseline_pedal,42,equal,24,0.3448,48
general-instruct,baseline_pedal,42,equal,25,0.4166,48
general-instruct,baseline_pedal,42,equal,26,0.5343,48
general-instruct,baseline_pedal,42,equal,27,0.6237,48
general-instruct,baseline_pedal,42,equal,28,0.6744,48
general-instruct,baseline_pedal,42,equal,29,0.8341,48
general-instruct,baseline_regift,42,diff,0,0.0597,48
general-instruct,baseline_regift,42,diff,1,0.0598,48
general-instruct,baseline_regift,42,diff,2,0.0592,48
general-instruct,baseline_regift,42,diff,3,0.0601,48
general-instruct,baseline_regift,42,diff,4,0.0595,48
general-instruct,baseline_regift,42,diff,5,0.0593,48
general-instruct,baseline_regift,42,diff,6,0.0584,48
general-instruct,baseline_regift,42,diff,7,0.0587,48
general-instruct,baseline_regift,42,diff,8,0.0587,48
general-instruct,baseline_regift,42,diff,9,0.0583,48
general-instruct,baseline_regift,42,diff,10,0.0573,48
general-instruct,baseline_regift,42,diff,11,0.0591,48
general-instruct,baseline_regift,42,diff,12,0.0594,48
general-instruct,baseline_regift,42,diff,13,0.057,48
general-instruct,baseline_regift,42,diff,14,0.0575,48
general-instruct,baseline_regift,42,diff,15,0.0549,48
general-instruct,baseline_regift,42,diff,16,0.0572,48
general-instruct,baseline_regift,42,diff,17,0.0549,48
general-instruct,baseline_regift,42,diff,18,0.0591,48
general-instruct,baseline_regift,42,diff,19,0.0628,48
general-instruct,baseline_regift,42,diff,20,0.0646,48
general-instruct,baseline_regift,42,diff,21,0.0621,48
general-instruct,baseline_regift,42,diff,22,0.0698,48
general-instruct,baseline_regift,42,diff,23,0.0529,48
general-instruct,baseline_regift,42,diff,24,0.0398,48
general-instruct,baseline_regift,42,diff,25,0.0362,48
general-instruct,baseline_regift,42,diff,26,0.0358,48
general-instruct,baseline_regift,42,diff,27,0.031,48
general-instruct,baseline_regift,42,diff,28,0.0226,48
general-instruct,baseline_regift,42,diff,29,0.0944,48
general-instruct,baseline_regift,42,equal,0,0.0602,48
general-instruct,baseline_regift,42,equal,1,0.0592,48
general-instruct,baseline_regift,42,equal,2,0.0596,48
general-instruct,baseline_regift,42,equal,3,0.0595,48
general-instruct,baseline_regift,42,equal,4,0.0596,48
general-instruct,baseline_regift,42,equal,5,0.0593,48
general-instruct,baseline_regift,42,equal,6,0.0593,48
general-instruct,baseline_regift,42,equal,7,0.0589,48
general-instruct,baseline_regift,42,equal,8,0.059,48
general-instruct,baseline_regift,42,equal,9,0.0581,48
general-instruct,baseline_regift,42,equal,10,0.0576,48
general-instruct,baseline_regift,42,equal,11,0.0592,48
general-instruct,baseline_regift,42,equal,12,0.0599,48
general-instruct,baseline_regift,42,equal,13,0.0558,48
general-instruct,baseline_regift,42,equal,14,0.0584,48
general-instruct,baseline_regift,42,equal,15,0.0551,48
general-instruct,baseline_regift,42,equal,16,0.0582,48
general-instruct,baseline_regift,42,equal,17,0.0559,48
general-instruct,baseline_regift,42,equal,18,0.0582,48
general-instruct,baseline_regift,42,equal,19,0.0627,48
general-instruct,baseline_regift,42,equal,20,0.0653,48
general-instruct,baseline_regift,42,equal,21,0.0614,48
general-instruct,baseline_regift,42,equal,22,0.0737,48
general-instruct,baseline_regift,42,equal,23,0.107,48
general-instruct,baseline_regift,42,equal,24,0.0622,48
general-instruct,baseline_regift,42,equal,25,0.0491,48
general-instruct,baseline_regift,42,equal,26,0.0589,48
general-instruct,baseline_regift,42,equal,27,0.0699,48
general-instruct,baseline_regift,42,equal,28,0.058,48
general-instruct,baseline_regift,42,equal,29,0.9401,48
general-instruct,graft_proposed,42,diff,0,0.1593,48
general-instruct,graft_proposed,42,diff,1,0.1618,48
general-instruct,graft_proposed,42,diff,2,0.1594,48
general-instruct,graft_proposed,42,diff,3,0.1602,48
general-instruct,graft_proposed,42,diff,4,0.1596,48
general-instruct,graft_proposed,42,diff,5,0.1583,48
general-instruct,graft_proposed,42,diff,6,0.1582,48
general-instruct,graft_proposed,42,diff,7,0.1615,48
general-instruct,graft_proposed,42,diff,8,0.1622,48
general-instruct,graft_proposed,42,diff,9,0.1641,48
general-instruct,graft_proposed,42,diff,10,0.1679,48
general-instruct,graft_proposed,42,diff,11,0.1704,48
general-instruct,graft_proposed,42,diff,12,0.1722,48
general-instruct,graft_proposed,42,diff,13,0.1786,48
general-instruct,graft_proposed,42,diff,14,0.1789,48
general-instruct,graft_proposed,42,diff,15,0.1827,48
general-instruct,graft_proposed,42,diff,16,0.1844,48
general-instruct,graft_proposed,42,diff,17,0.1825,48
general-instruct,graft_proposed,42,diff,18,0.1865,48
general-instruct,graft_proposed,42,diff,19,0.1887,48
general-instruct,graft_proposed,42,diff,20,0.1869,48
general-instruct,graft_proposed,42,diff,21,0.164,48
general-instruct,graft_proposed,42,diff,22,0.1466,48
general-instruct,graft_proposed,42,diff,23,0.1253,48
general-instruct,graft_proposed,42,diff,24,0.1072,48
general-instruct,graft_proposed,42,diff,25,0.136,48
general-instruct,graft_proposed,42,diff,26,0.1338,48
general-instruct,graft_proposed,42,diff,27,0.1533,48
general-instruct,graft_proposed,42,diff,28,0.1617,48
general-instruct,graft_proposed,42,diff,29,0.0176,48
general-instruct,graft_proposed,42,equal,0,0.1587,48
general-instruct,graft_proposed,42,equal,1,0.1588,48
general-instruct,graft_proposed,42,equal,2,0.1569,48
general-instruct,graft_proposed,42,equal,3,0.1607,48
general-instruct,graft_proposed,42,equal,4,0.1593,48
general-instruct,graft_proposed,42,equal,5,0.1599,48
general-instruct,graft_proposed,42,equal,6,0.1601,48
general-instruct,graft_proposed,42,equal,7,0.1587,48
general-instruct,graft_proposed,42,equal,8,0.1618,48
general-instruct,graft_proposed,42,equal,9,0.1631,48
general-instruct,graft_proposed,42,equal,10,0.1683,48
general-instruct,graft_proposed,42,equal,11,0.1677,48
general-instruct,graft_proposed,42,equal,12,0.1735,48
general-instruct,graft_proposed,42,equal,13,0.1781,48
general-instruct,graft_proposed,42,equal,14,0.1786,48
general-instruct,graft_proposed,42,equal,15,0.1822,48
general-instruct,graft_proposed,42,equal,16,0.1839,48
general-instruct,graft_proposed,42,equal,17,0.1838,48
general-instruct,graft_proposed,42,equal,18,0.1876,48
general-instruct,graft_proposed,42,equal,19,0.1851,48
general-instruct,graft_proposed,42,equal,20,0.1885,48
general-instruct,graft_proposed,42,equal,21,0.1662,48
general-instruct,graft_proposed,42,equal,22,0.1438,48
general-instruct,graft_proposed,42,equal,23,0.135,48
general-instruct,graft_proposed,42,equal,24,0.113,48
general-instruct,graft_proposed,42,equal,25,0.1358,48
general-instruct,graft_proposed,42,equal,26,0.166,48
general-instruct,graft_proposed,42,equal,27,0.1765,48
general-instruct,graft_proposed,42,equal,28,0.2659,48
general-instruct,graft_proposed,42,equal,29,0.8388,48
general-instruct,graft_proposed_loao_gender,42,diff,0,0.2137,48
general-instruct,graft_proposed_loao_gender,42,diff,1,0.2138,48
general-instruct,graft_proposed_loao_gender,42,diff,2,0.2135,48
general-instruct,graft_proposed_loao_gender,42,diff,3,0.2133,48
general-instruct,graft_proposed_loao_gender,42,diff,4,0.2116,48
general-instruct,graft_proposed_loao_gender,42,diff,5,0.2106,48
general-instruct,graft_proposed_loao_gender,42,diff,6,0.2126,48
general-instruct,graft_proposed_loao_gender,42,diff,7,0.2128,48
general-instruct,graft_proposed_loao_gender,42,diff,8,0.2077,48
general-instruct,graft_proposed_loao_gender,42,diff,9,0.2073,48
general-instruct,graft_proposed_loao_gender,42,diff,10,0.209,48
general-instruct,graft_proposed_loao_gender,42,diff,11,0.2129,48
general-instruct,graft_proposed_loao_gender,42,diff,12,0.2109,48
general-instruct,graft_proposed_loao_gender,42,diff,13,0.2109,48
general-instruct,graft_proposed_loao_gender,42,diff,14,0.2176,48
general-instruct,graft_proposed_loao_gender,42,diff,15,0.2209,48
general-instruct,graft_proposed_loao_gender,42,diff,16,0.2268,48
general-instruct,graft_proposed_loao_gender,42,diff,17,0.2207,48
general-instruct,graft_proposed_loao_gender,42,diff,18,0.2264,48
general-instruct,graft_proposed_loao_gender,42,diff,19,0.2307,48
general-instruct,graft_proposed_loao_gender,42,diff,20,0.2306,48
general-instruct,graft_proposed_loao_gender,42,diff,21,0.203,48
general-instruct,graft_proposed_loao_gender,42,diff,22,0.2021,48
general-instruct,graft_proposed_loao_gender,42,diff,23,0.1757,48
general-instruct,graft_proposed_loao_gender,42,diff,24,0.1564,48
general-instruct,graft_proposed_loao_gender,42,diff,25,0.1095,48
general-instruct,graft_proposed_loao_gender,42,diff,26,0.0648,48
general-instruct,graft_proposed_loao_gender,42,diff,27,0.0535,48
general-instruct,graft_proposed_loao_gender,42,diff,28,0.0491,48
general-instruct,graft_proposed_loao_gender,42,diff,29,0.0907,48
general-instruct,graft_proposed_loao_gender,42,equal,0,0.2141,48
general-instruct,graft_proposed_loao_gender,42,equal,1,0.2154,48
general-instruct,graft_proposed_loao_gender,42,equal,2,0.214,48
general-instruct,graft_proposed_loao_gender,42,equal,3,0.2124,48
general-instruct,graft_proposed_loao_gender,42,equal,4,0.213,48
general-instruct,graft_proposed_loao_gender,42,equal,5,0.2131,48
general-instruct,graft_proposed_loao_gender,42,equal,6,0.2131,48
general-instruct,graft_proposed_loao_gender,42,equal,7,0.2122,48
general-instruct,graft_proposed_loao_gender,42,equal,8,0.208,48
general-instruct,graft_proposed_loao_gender,42,equal,9,0.2081,48
general-instruct,graft_proposed_loao_gender,42,equal,10,0.2075,48
general-instruct,graft_proposed_loao_gender,42,equal,11,0.2111,48
general-instruct,graft_proposed_loao_gender,42,equal,12,0.2132,48
general-instruct,graft_proposed_loao_gender,42,equal,13,0.2117,48
general-instruct,graft_proposed_loao_gender,42,equal,14,0.2146,48
general-instruct,graft_proposed_loao_gender,42,equal,15,0.218,48
general-instruct,graft_proposed_loao_gender,42,equal,16,0.2243,48
general-instruct,graft_proposed_loao_gender,42,equal,17,0.2206,48
general-instruct,graft_proposed_loao_gender,42,equal,18,0.2208,48
general-instruct,graft_proposed_loao_gender,42,equal,19,0.2279,48
general-instruct,graft_proposed_loao_gender,42,equal,20,0.2227,48
general-instruct,graft_proposed_loao_gender,42,equal,21,0.2035,48
general-instruct,graft_proposed_loao_gender,42,equal,22,0.1983,48
general-instruct,graft_proposed_loao_gender,42,equal,23,0.192,48
general-instruct,graft_proposed_loao_gender,42,equal,24,0.1447,48
general-instruct,graft_proposed_loao_gender,42,equal,25,0.0998,48
general-instruct,graft_proposed_loao_gender,42,equal,26,0.0671,48
general-instruct,graft_proposed_loao_gender,42,equal,27,0.0495,48
general-instruct,graft_proposed_loao_gender,42,equal,28,0.2375,48
general-instruct,graft_proposed_loao_gender,42,equal,29,0.8368,48
general-instruct,graft_proposed_loao_landholding,42,diff,0,0.3064,48
general-instruct,graft_proposed_loao_landholding,42,diff,1,0.3055,48
general-instruct,graft_proposed_loao_landholding,42,diff,2,0.3057,48
general-instruct,graft_proposed_loao_landholding,42,diff,3,0.3071,48
general-instruct,graft_proposed_loao_landholding,42,diff,4,0.3075,48
general-instruct,graft_proposed_loao_landholding,42,diff,5,0.3093,48
general-instruct,graft_proposed_loao_landholding,42,diff,6,0.3042,48
general-instruct,graft_proposed_loao_landholding,42,diff,7,0.3072,48
general-instruct,graft_proposed_loao_landholding,42,diff,8,0.305,48
general-instruct,graft_proposed_loao_landholding,42,diff,9,0.3033,48
general-instruct,graft_proposed_loao_landholding,42,diff,10,0.302,48
general-instruct,graft_proposed_loao_landholding,42,diff,11,0.305,48
general-instruct,graft_proposed_loao_landholding,42,diff,12,0.3055,48
general-instruct,graft_proposed_loao_landholding,42,diff,13,0.3032,48
general-instruct,graft_proposed_loao_landholding,42,diff,14,0.3011,48
general-instruct,graft_proposed_loao_landholding,42,diff,15,0.3009,48
general-instruct,graft_proposed_loao_landholding,42,diff,16,0.321,48
general-instruct,graft_proposed_loao_landholding,42,diff,17,0.3054,48
general-instruct,graft_proposed_loao_landholding,42,diff,18,0.3054,48
general-instruct,graft_proposed_loao_landholding,42,diff,19,0.3107,48
general-instruct,graft_proposed_loao_landholding,42,diff,20,0.2727,48
general-instruct,graft_proposed_loao_landholding,42,diff,21,0.2297,48
general-instruct,graft_proposed_loao_landholding,42,diff,22,0.2272,48
general-instruct,graft_proposed_loao_landholding,42,diff,23,0.2521,48
general-instruct,graft_proposed_loao_landholding,42,diff,24,0.2587,48
general-instruct,graft_proposed_loao_landholding,42,diff,25,0.2577,48
general-instruct,graft_proposed_loao_landholding,42,diff,26,0.3,48
general-instruct,graft_proposed_loao_landholding,42,diff,27,0.3313,48
general-instruct,graft_proposed_loao_landholding,42,diff,28,0.3307,48
general-instruct,graft_proposed_loao_landholding,42,diff,29,0.0919,48
general-instruct,graft_proposed_loao_landholding,42,equal,0,0.3077,48
general-instruct,graft_proposed_loao_landholding,42,equal,1,0.3061,48
general-instruct,graft_proposed_loao_landholding,42,equal,2,0.3095,48
general-instruct,graft_proposed_loao_landholding,42,equal,3,0.3106,48
general-instruct,graft_proposed_loao_landholding,42,equal,4,0.3059,48
general-instruct,graft_proposed_loao_landholding,42,equal,5,0.3095,48
general-instruct,graft_proposed_loao_landholding,42,equal,6,0.3081,48
general-instruct,graft_proposed_loao_landholding,42,equal,7,0.3084,48
general-instruct,graft_proposed_loao_landholding,42,equal,8,0.305,48
general-instruct,graft_proposed_loao_landholding,42,equal,9,0.3072,48
general-instruct,graft_proposed_loao_landholding,42,equal,10,0.3064,48
general-instruct,graft_proposed_loao_landholding,42,equal,11,0.3066,48
general-instruct,graft_proposed_loao_landholding,42,equal,12,0.3036,48
general-instruct,graft_proposed_loao_landholding,42,equal,13,0.3033,48
general-instruct,graft_proposed_loao_landholding,42,equal,14,0.3016,48
general-instruct,graft_proposed_loao_landholding,42,equal,15,0.3019,48
general-instruct,graft_proposed_loao_landholding,42,equal,16,0.3114,48
general-instruct,graft_proposed_loao_landholding,42,equal,17,0.3037,48
general-instruct,graft_proposed_loao_landholding,42,equal,18,0.3011,48
general-instruct,graft_proposed_loao_landholding,42,equal,19,0.3126,48
general-instruct,graft_proposed_loao_landholding,42,equal,20,0.2764,48
general-instruct,graft_proposed_loao_landholding,42,equal,21,0.2425,48
general-instruct,graft_proposed_loao_landholding,42,equal,22,0.2273,48
general-instruct,graft_proposed_loao_landholding,42,equal,23,0.2607,48
general-instruct,graft_proposed_loao_landholding,42,equal,24,0.2739,48
general-instruct,graft_proposed_loao_landholding,42,equal,25,0.2648,48
general-instruct,graft_proposed_loao_landholding,42,equal,26,0.4734,48
general-instruct,graft_proposed_loao_landholding,42,equal,27,0.5449,48
general-instruct,graft_proposed_loao_landholding,42,equal,28,0.5802,48
general-instruct,graft_proposed_loao_landholding,42,equal,29,0.7912,48
general-instruct,graft_proposed_loao_social_group,42,diff,0,0.2606,48
general-instruct,graft_proposed_loao_social_group,42,diff,1,0.2568,48
general-instruct,graft_proposed_loao_social_group,42,diff,2,0.2563,48
general-instruct,graft_proposed_loao_social_group,42,diff,3,0.2542,48
general-instruct,graft_proposed_loao_social_group,42,diff,4,0.2565,48
general-instruct,graft_proposed_loao_social_group,42,diff,5,0.2564,48
general-instruct,graft_proposed_loao_social_group,42,diff,6,0.2567,48
general-instruct,graft_proposed_loao_social_group,42,diff,7,0.2554,48
general-instruct,graft_proposed_loao_social_group,42,diff,8,0.2551,48
general-instruct,graft_proposed_loao_social_group,42,diff,9,0.2533,48
general-instruct,graft_proposed_loao_social_group,42,diff,10,0.2571,48
general-instruct,graft_proposed_loao_social_group,42,diff,11,0.2535,48
general-instruct,graft_proposed_loao_social_group,42,diff,12,0.2518,48
general-instruct,graft_proposed_loao_social_group,42,diff,13,0.2582,48
general-instruct,graft_proposed_loao_social_group,42,diff,14,0.2615,48
general-instruct,graft_proposed_loao_social_group,42,diff,15,0.2595,48
general-instruct,graft_proposed_loao_social_group,42,diff,16,0.2578,48
general-instruct,graft_proposed_loao_social_group,42,diff,17,0.2419,48
general-instruct,graft_proposed_loao_social_group,42,diff,18,0.2362,48
general-instruct,graft_proposed_loao_social_group,42,diff,19,0.2387,48
general-instruct,graft_proposed_loao_social_group,42,diff,20,0.2416,48
general-instruct,graft_proposed_loao_social_group,42,diff,21,0.2344,48
general-instruct,graft_proposed_loao_social_group,42,diff,22,0.2505,48
general-instruct,graft_proposed_loao_social_group,42,diff,23,0.2327,48
general-instruct,graft_proposed_loao_social_group,42,diff,24,0.205,48
general-instruct,graft_proposed_loao_social_group,42,diff,25,0.2198,48
general-instruct,graft_proposed_loao_social_group,42,diff,26,0.2077,48
general-instruct,graft_proposed_loao_social_group,42,diff,27,0.244,48
general-instruct,graft_proposed_loao_social_group,42,equal,0,0.2586,48
general-instruct,graft_proposed_loao_social_group,42,equal,1,0.2597,48
general-instruct,graft_proposed_loao_social_group,42,equal,2,0.2561,48
general-instruct,graft_proposed_loao_social_group,42,equal,3,0.2581,48
general-instruct,graft_proposed_loao_social_group,42,equal,4,0.2575,48
general-instruct,graft_proposed_loao_social_group,42,equal,5,0.2568,48
general-instruct,graft_proposed_loao_social_group,42,equal,6,0.257,48
general-instruct,graft_proposed_loao_social_group,42,equal,7,0.2557,48
general-instruct,graft_proposed_loao_social_group,42,equal,8,0.2531,48
general-instruct,graft_proposed_loao_social_group,42,equal,9,0.252,48
general-instruct,graft_proposed_loao_social_group,42,equal,10,0.2552,48
general-instruct,graft_proposed_loao_social_group,42,equal,11,0.2545,48
general-instruct,graft_proposed_loao_social_group,42,equal,12,0.2511,48
general-instruct,graft_proposed_loao_social_group,42,equal,13,0.2565,48
general-instruct,graft_proposed_loao_social_group,42,equal,14,0.2614,48
general-instruct,graft_proposed_loao_social_group,42,equal,15,0.2605,48
general-instruct,graft_proposed_loao_social_group,42,equal,16,0.2595,48
general-instruct,graft_proposed_loao_social_group,42,equal,17,0.2409,48
general-instruct,graft_proposed_loao_social_group,42,equal,18,0.2361,48
general-instruct,graft_proposed_loao_social_group,42,equal,19,0.2399,48
general-instruct,graft_proposed_loao_social_group,42,equal,20,0.2412,48
general-instruct,graft_proposed_loao_social_group,42,equal,21,0.243,48
general-instruct,graft_proposed_loao_social_group,42,equal,22,0.3165,48
general-instruct,graft_proposed_loao_social_group,42,equal,23,0.3325,48
general-instruct,graft_proposed_loao_social_group,42,equal,24,0.2896,48
general-instruct,graft_proposed_loao_social_group,42,equal,25,0.2844,48
general-instruct,graft_proposed_loao_social_group,42,equal,26,0.2987,48
general-instruct,graft_proposed_loao_social_group,42,equal,27,0.5486,48
general-instruct,graft_proposed_qlora_nf4,42,diff,0,0.2288,48
general-instruct,graft_proposed_qlora_nf4,42,diff,1,0.23,48
general-instruct,graft_proposed_qlora_nf4,42,diff,2,0.2289,48
general-instruct,graft_proposed_qlora_nf4,42,diff,3,0.2314,48
general-instruct,graft_proposed_qlora_nf4,42,diff,4,0.2286,48
general-instruct,graft_proposed_qlora_nf4,42,diff,5,0.2259,48
general-instruct,graft_proposed_qlora_nf4,42,diff,6,0.2253,48
general-instruct,graft_proposed_qlora_nf4,42,diff,7,0.2272,48
general-instruct,graft_proposed_qlora_nf4,42,diff,8,0.2298,48
general-instruct,graft_proposed_qlora_nf4,42,diff,9,0.2325,48
general-instruct,graft_proposed_qlora_nf4,42,diff,10,0.2351,48
general-instruct,graft_proposed_qlora_nf4,42,diff,11,0.2346,48
general-instruct,graft_proposed_qlora_nf4,42,diff,12,0.2362,48
general-instruct,graft_proposed_qlora_nf4,42,diff,13,0.241,48
general-instruct,graft_proposed_qlora_nf4,42,diff,14,0.2429,48
general-instruct,graft_proposed_qlora_nf4,42,diff,15,0.2398,48
general-instruct,graft_proposed_qlora_nf4,42,diff,16,0.2445,48
general-instruct,graft_proposed_qlora_nf4,42,diff,17,0.2444,48
general-instruct,graft_proposed_qlora_nf4,42,diff,18,0.2478,48
general-instruct,graft_proposed_qlora_nf4,42,diff,19,0.2406,48
general-instruct,graft_proposed_qlora_nf4,42,diff,20,0.2501,48
general-instruct,graft_proposed_qlora_nf4,42,diff,21,0.2571,48
general-instruct,graft_proposed_qlora_nf4,42,diff,22,0.2587,48
general-instruct,graft_proposed_qlora_nf4,42,diff,23,0.22,48
general-instruct,graft_proposed_qlora_nf4,42,diff,24,0.1908,48
general-instruct,graft_proposed_qlora_nf4,42,diff,25,0.1737,48
general-instruct,graft_proposed_qlora_nf4,42,diff,26,0.1416,48
general-instruct,graft_proposed_qlora_nf4,42,diff,27,0.1631,48
general-instruct,graft_proposed_qlora_nf4,42,diff,28,0.2138,48
general-instruct,graft_proposed_qlora_nf4,42,diff,29,0.0222,48
general-instruct,graft_proposed_qlora_nf4,42,equal,0,0.2315,48
general-instruct,graft_proposed_qlora_nf4,42,equal,1,0.2313,48
