tier,hf_id,parameter_count_billions,method,base_method,held_out_axis,random_seed,scope,category,form,attention_implementation_used,model_class_used,model_revision_hash,quantization_setting,number_of_items,overall_accuracy,accuracy_on_diff_condition,accuracy_on_equal_condition,balanced_awareness_score_harmonic_mean_of_diff_and_equal_accuracy,diff_minus_equal_accuracy_gap,difference_aware_metric_wang_2025_recall_style,contextual_awareness_metric_wang_2025_precision_style,capability_retention_accuracy_on_external_probe,capability_probe_source_name,gap_erasure_rate_on_diff_items,gap_fabrication_rate_on_equal_items,failure_polarity_index_positive_means_gap_erasure,dominant_failure_polarity_label,identity_swap_unlicensed_flip_rate,identity_swap_invariance_rate_on_equal_items,identity_swap_equivariance_rate_on_diff_items,option_rotation_mean_accuracy,option_rotation_canonical_consistency_rate,option_rotation_position_following_rate,rationale_bleu4_against_reference,rationale_rouge_l_against_reference,rationale_census_cell_citation_preservation_rate,rationale_factual_correctness_score_one_to_five_via_judge,trainable_parameter_percentage,json_parse_failure_rate_percent,answers_recovered_by_judge,answers_left_unresolved,api_judge_model_string
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9175,0.9686,0.8654,0.9141,0.1032,0.9686,0.88,,,0.0,0.1346,-1.0,gap_fabrication_dominant,,,,,,,0.973,0.9797,0.9953,4.757,0.54445,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9505,0.9767,0.9271,0.9513,0.0497,0.9767,0.9231,,,0.0,0.0729,-1.0,gap_fabrication_dominant,,,,,,,0.973,0.9797,0.9953,4.757,0.54445,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,0.9714,0.95,1.0,0.9744,-0.05,0.95,1.0,,,0.05,0.0,1.0,gap_erasure_dominant,,,,,,,0.977,0.9788,0.9973,4.784,1.083,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9175,0.9686,0.8654,0.9141,0.1032,0.9686,0.88,,,0.0,0.1346,-1.0,gap_fabrication_dominant,,,,,,,0.977,0.9788,0.9973,4.784,1.083,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9286,0.9651,0.8958,0.9292,0.0693,0.9651,0.8925,,,0.0,0.1042,-1.0,gap_fabrication_dominant,,,,,,,0.977,0.9788,0.9973,4.784,1.083,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_rank_sweep_8,ablation_rank_sweep_8,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9806,0.9824,1.0,4.838,0.27297,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_rank_sweep_8,ablation_rank_sweep_8,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9206,0.9686,0.8718,0.9176,0.0968,0.9686,0.8851,,,0.0,0.1282,-1.0,gap_fabrication_dominant,,,,,,,0.9806,0.9824,1.0,4.838,0.27297,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_rank_sweep_8,ablation_rank_sweep_8,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9478,0.9826,0.9167,0.9485,0.0659,0.9826,0.9135,,,0.0,0.0833,-1.0,gap_fabrication_dominant,,,,,,,0.9806,0.9824,1.0,4.838,0.27297,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_dart,baseline_dart,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9808,0.982,0.9993,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_dart,baseline_dart,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9143,0.9686,0.859,0.9105,0.1096,0.9686,0.875,,,0.0,0.141,-1.0,gap_fabrication_dominant,,,,,,,0.9808,0.982,0.9993,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_dart,baseline_dart,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9368,0.9128,0.9583,0.935,-0.0455,0.9128,0.9515,,,0.0233,0.0417,-0.2836,gap_fabrication_dominant,,,,,,,0.9808,0.982,0.9993,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_dart,baseline_dart,,43,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9808,0.9825,0.9993,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_dart,baseline_dart,,43,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9206,0.9497,0.891,0.9194,0.0587,0.9497,0.8988,,,0.0126,0.109,-0.793,gap_fabrication_dominant,,,,,,,0.9808,0.9825,0.9993,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_dart,baseline_dart,,43,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9368,0.8779,0.9896,0.9304,-0.1117,0.8779,0.9869,,,0.0756,0.0104,0.7577,gap_erasure_dominant,,,,,,,0.9808,0.9825,0.9993,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_dart,baseline_dart,,44,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9822,0.9845,0.9993,4.811,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_dart,baseline_dart,,44,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9143,0.956,0.8718,0.9119,0.0842,0.956,0.8837,,,0.0126,0.1282,-0.8213,gap_fabrication_dominant,,,,,,,0.9822,0.9845,0.9993,4.811,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_dart,baseline_dart,,44,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9588,0.9302,0.9844,0.9565,-0.0541,0.9302,0.9816,,,0.0174,0.0156,0.0549,bipolar_no_dominant_polarity,,,,,,,0.9822,0.9845,0.9993,4.811,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_fairnet,baseline_fairnet,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_fairnet,baseline_fairnet,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.873,0.9686,0.7756,0.8614,0.1929,0.9686,0.8148,,,0.0,0.2244,-1.0,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_fairnet,baseline_fairnet,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.956,0.9302,0.9792,0.9541,-0.0489,0.9302,0.9756,,,0.0523,0.0208,0.4305,gap_erasure_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_fairnet,baseline_fairnet,,43,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_fairnet,baseline_fairnet,,43,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9238,0.9686,0.8782,0.9212,0.0903,0.9686,0.8902,,,0.0,0.1218,-1.0,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_fairnet,baseline_fairnet,,43,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.8901,0.7849,0.9844,0.8734,-0.1995,0.7849,0.9783,,,0.1395,0.0156,0.7986,gap_erasure_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_fairnet,baseline_fairnet,,44,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,0.9571,0.925,1.0,0.961,-0.075,0.925,1.0,,,0.075,0.0,1.0,gap_erasure_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_fairnet,baseline_fairnet,,44,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9048,0.9686,0.8397,0.8996,0.1288,0.9686,0.8603,,,0.0,0.1603,-1.0,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_fairnet,baseline_fairnet,,44,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.8929,0.907,0.8802,0.8934,0.0268,0.907,0.8715,,,0.0,0.1198,-1.0,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_igu_lora,baseline_igu_lora,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_igu_lora,baseline_igu_lora,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.927,0.956,0.8974,0.9258,0.0585,0.956,0.9048,,,0.0126,0.1026,-0.7815,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_igu_lora,baseline_igu_lora,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9615,0.936,0.9844,0.9596,-0.0483,0.936,0.9817,,,0.0291,0.0156,0.3008,gap_erasure_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_lftf,baseline_lftf,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,1.35009,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_lftf,baseline_lftf,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9143,0.9623,0.8654,0.9113,0.0969,0.9623,0.8793,,,0.0063,0.1346,-0.9107,gap_fabrication_dominant,,,,,,,,,,,1.35009,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_lftf,baseline_lftf,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9176,0.8488,0.9792,0.9094,-0.1303,0.8488,0.9733,,,0.0988,0.0208,0.6518,gap_erasure_dominant,,,,,,,,,,,1.35009,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_pedal,baseline_pedal,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_pedal,baseline_pedal,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9143,0.9497,0.8782,0.9125,0.0715,0.9497,0.8882,,,0.0252,0.1218,-0.6576,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_pedal,baseline_pedal,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9286,0.9535,0.9062,0.9293,0.0472,0.9535,0.9011,,,0.0058,0.0938,-0.8832,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_regift,baseline_regift,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.977,0.9825,0.9626,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_regift,baseline_regift,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9238,0.9686,0.8782,0.9212,0.0903,0.9686,0.8902,,,0.0,0.1218,-1.0,gap_fabrication_dominant,,,,,,,0.977,0.9825,0.9626,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,baseline_regift,baseline_regift,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9725,0.9593,0.9844,0.9717,-0.0251,0.9593,0.9821,,,0.0174,0.0156,0.0549,bipolar_no_dominant_polarity,,,,,,,0.977,0.9825,0.9626,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed,graft_proposed,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9818,0.9833,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed,graft_proposed,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9143,0.9686,0.859,0.9105,0.1096,0.9686,0.875,,,0.0,0.141,-1.0,gap_fabrication_dominant,,,,,,,0.9818,0.9833,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed,graft_proposed,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9451,0.9186,0.9688,0.943,-0.0501,0.9186,0.9634,,,0.0174,0.0312,-0.2836,gap_fabrication_dominant,,,,,,,0.9818,0.9833,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed,graft_proposed,,43,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9873,0.9883,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed,graft_proposed,,43,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9302,0.9623,0.8974,0.9287,0.0648,0.9623,0.9053,,,0.0063,0.1026,-0.8844,gap_fabrication_dominant,,,,,,,0.9873,0.9883,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed,graft_proposed,,43,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9753,0.9826,0.9688,0.9756,0.0138,0.9826,0.9657,,,0.0,0.0312,-1.0,gap_fabrication_dominant,,,,,,,0.9873,0.9883,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed,graft_proposed,,44,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9721,0.9742,1.0,4.784,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed,graft_proposed,,44,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.8825,0.9686,0.7949,0.8732,0.1737,0.9686,0.828,,,0.0,0.2051,-1.0,gap_fabrication_dominant,,,,,,,0.9721,0.9742,1.0,4.784,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed,graft_proposed,,44,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9231,0.9535,0.8958,0.9238,0.0577,0.9535,0.8913,,,0.0,0.1042,-1.0,gap_fabrication_dominant,,,,,,,0.9721,0.9742,1.0,4.784,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed_qlora_nf4,graft_proposed_qlora_nf4,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,nf4_4bit,70,0.9857,0.975,1.0,0.9873,-0.025,0.975,1.0,,,0.025,0.0,1.0,gap_erasure_dominant,,,,,,,0.9753,0.9779,0.9933,4.676,2.47945,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed_qlora_nf4,graft_proposed_qlora_nf4,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,nf4_4bit,315,0.8857,0.9057,0.8654,0.8851,0.0403,0.9057,0.8727,,,0.0,0.1346,-1.0,gap_fabrication_dominant,,,,,,,0.9753,0.9779,0.9933,4.676,2.47945,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,graft_proposed_qlora_nf4,graft_proposed_qlora_nf4,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,nf4_4bit,364,0.9176,0.9128,0.9219,0.9173,-0.0091,0.9128,0.9128,,,0.0,0.0781,-1.0,gap_fabrication_dominant,,,,,,,0.9753,0.9779,0.9933,4.676,2.47945,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,reference_vanilla_lora,reference_vanilla_lora,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,0.40889,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,reference_vanilla_lora,reference_vanilla_lora,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9206,0.9748,0.8654,0.9169,0.1095,0.9748,0.8807,,,0.0,0.1346,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.40889,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,reference_vanilla_lora,reference_vanilla_lora,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9368,0.9186,0.9531,0.9355,-0.0345,0.9186,0.9461,,,0.0233,0.0469,-0.3368,gap_fabrication_dominant,,,,,,,,,,,0.40889,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,0.40889,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.927,0.9686,0.8846,0.9247,0.0839,0.9686,0.8953,,,0.0,0.1154,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.40889,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9588,0.9302,0.9844,0.9565,-0.0541,0.9302,0.9816,,,0.0174,0.0156,0.0549,bipolar_no_dominant_polarity,,,,,,,,,,,0.40889,0.0,,0,deepseek:deepseek-chat
