bundle_id,panel_role,axis,original_condition,source_cell,source_reference,condition,prompt,expected_canonical,expected_display_letter,prompt_and_gold_sha256,review_status_pass_or_fail,reviewer_id,review_date_utc,review_notes
B027,main,landholding,diff,AgCensus2015-16 T2-4 Punjab/All/number/SmallvsLarge,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 18.9387 |
| Group B | 5.3065 |
(denominator: All Classes total for Punjab/All/number=1093)
(source location: Table 2, PDF pages 25,27,30)
(Group A and Group B are anonymous labels used consistently.)

In Punjab, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — Group A, Group B, or are the two roughly equal?
a) Roughly equal
b) Group B
c) Group A
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,1c059c8a46d05e9e1a02f28ed9ff30078b4cfa7d3f45b0e0d549c585a8fb91f6,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B028,main,landholding,diff,AgCensus2015-16 T2-4 Maharashtra/SC/number/Semi-mediumvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In Maharashtra, according to the 2015-16 Agriculture Census, among Scheduled Castes, which size class accounts for a larger share of holdings — semi-medium holdings, medium holdings, or are the two roughly equal?
a) medium holdings
b) Roughly equal
c) semi-medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,92a54858d5fe016599e5991296ce0463144a20138bd1560888377994e240d52f,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B028,main,landholding,diff,AgCensus2015-16 T2-4 Maharashtra/SC/number/Semi-mediumvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| semi-medium holdings | 13.2039 |
| medium holdings | 3.2039 |
(denominator: All Classes total for Maharashtra/SC/number=1030)
(source location: Table 3, PDF pages 31,34,35)

In Maharashtra, according to the 2015-16 Agriculture Census, among Scheduled Castes, which size class accounts for a larger share of holdings — semi-medium holdings, medium holdings, or are the two roughly equal?
a) medium holdings
b) Roughly equal
c) semi-medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,d7a73993fd37437d47f71aba138795f40f1b428563abd629cbb8dbf721a8de59,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B028,main,landholding,diff,AgCensus2015-16 T2-4 Maharashtra/SC/number/Semi-mediumvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| semi-medium holdings | 3.2039 |
| medium holdings | 13.2039 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—semi-medium holdings, medium holdings, or are the two roughly equal?
a) medium holdings
b) Roughly equal
c) semi-medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,a,9eef75e3aa59f621ed058efdc53675aeafa422edf90e07875f76bff2da56d974,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B028,main,landholding,diff,AgCensus2015-16 T2-4 Maharashtra/SC/number/Semi-mediumvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 13.2039 |
| Group B | 3.2039 |
(denominator: All Classes total for Maharashtra/SC/number=1030)
(source location: Table 3, PDF pages 31,34,35)
(Group A and Group B are anonymous labels used consistently.)

In Maharashtra, according to the 2015-16 Agriculture Census, among Scheduled Castes, which size class accounts for a larger share of holdings — Group A, Group B, or are the two roughly equal?
a) Group B
b) Roughly equal
c) Group A
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,60defabc82ac5052b42cbf8375db940eeb39314b05f4c1ed04ab330d1d3f226d,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B029,main,landholding,diff,AgCensus2015-16 T2-4 Himachal Pradesh/All/number/MarginalvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In Himachal Pradesh, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — marginal holdings, medium holdings, or are the two roughly equal?
a) Roughly equal
b) marginal holdings
c) medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,438a2a7ce2de5c678dfd8202f39736dd505b99176c7b489e11b1cc6dba440541,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B029,main,landholding,diff,AgCensus2015-16 T2-4 Himachal Pradesh/All/number/MarginalvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| marginal holdings | 71.4142 |
| medium holdings | 2.6078 |
(denominator: All Classes total for Himachal Pradesh/All/number=997)
(source location: Table 2, PDF pages 25,26,29)

In Himachal Pradesh, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — marginal holdings, medium holdings, or are the two roughly equal?
a) Roughly equal
b) marginal holdings
c) medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,0d4e60e1dcd2f4467656e6897e76a66308c3a27000585e886021f570b97b1c66,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B029,main,landholding,diff,AgCensus2015-16 T2-4 Himachal Pradesh/All/number/MarginalvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| marginal holdings | 2.6078 |
| medium holdings | 71.4142 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—marginal holdings, medium holdings, or are the two roughly equal?
a) Roughly equal
b) marginal holdings
c) medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,c,81a4ee38aa8afd2f4b5d776cb14232754e4fa5719112d6125c2eb06334f5e1c7,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B029,main,landholding,diff,AgCensus2015-16 T2-4 Himachal Pradesh/All/number/MarginalvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 71.4142 |
| Group B | 2.6078 |
(denominator: All Classes total for Himachal Pradesh/All/number=997)
(source location: Table 2, PDF pages 25,26,29)
(Group A and Group B are anonymous labels used consistently.)

In Himachal Pradesh, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — Group A, Group B, or are the two roughly equal?
a) Roughly equal
b) Group A
c) Group B
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,8ee7ed50eec09773828c1c8d88e29f51ca576d91880ad7bf029cbec5e16a76ba,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B030,main,landholding,diff,AgCensus2015-16 T2-4 Haryana/All/number/Semi-mediumvsLarge,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In Haryana, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — semi-medium holdings, large holdings, or are the two roughly equal?
a) semi-medium holdings
b) large holdings
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,a,335266ec883c6b1e05b9726ef7992556fa1c83cdd33c05367b525c4fbe9998e9,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B030,main,landholding,diff,AgCensus2015-16 T2-4 Haryana/All/number/Semi-mediumvsLarge,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| semi-medium holdings | 17.0762 |
| large holdings | 2.5184 |
(denominator: All Classes total for Haryana/All/number=1628)
(source location: Table 2, PDF pages 25,28,30)

In Haryana, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — semi-medium holdings, large holdings, or are the two roughly equal?
a) semi-medium holdings
b) large holdings
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,a,e8d0aed78f59f5c8d4ab9cb83e8fd57938b5e9b779524bf1f470147f74209dca,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B030,main,landholding,diff,AgCensus2015-16 T2-4 Haryana/All/number/Semi-mediumvsLarge,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| semi-medium holdings | 2.5184 |
| large holdings | 17.0762 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—semi-medium holdings, large holdings, or are the two roughly equal?
a) semi-medium holdings
b) large holdings
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,b,bed0595491b83d075c7991608f519bbcc2076ba7e08087854544a55ceedb59cc,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B030,main,landholding,diff,AgCensus2015-16 T2-4 Haryana/All/number/Semi-mediumvsLarge,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 17.0762 |
| Group B | 2.5184 |
(denominator: All Classes total for Haryana/All/number=1628)
(source location: Table 2, PDF pages 25,28,30)
(Group A and Group B are anonymous labels used consistently.)

In Haryana, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — Group A, Group B, or are the two roughly equal?
a) Group A
b) Group B
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,a,48dfc78cd572978fc4399081a0708273e4540efab34a096605c139b73075ee3c,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B031,main,landholding,diff,AgCensus2015-16 T2-4 Karnataka/All/number/SmallvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In Karnataka, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — small holdings, semi-medium holdings, or are the two roughly equal?
a) semi-medium holdings
b) small holdings
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,fce8e2fad0eccd7b9bbcc0e331eda226c832772bd8bb0d422cdc5158e2e9bbab,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B031,main,landholding,diff,AgCensus2015-16 T2-4 Karnataka/All/number/SmallvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| small holdings | 25.504 |
| semi-medium holdings | 13.7427 |
(denominator: All Classes total for Karnataka/All/number=8681)
(source location: Table 2, PDF pages 25,27,28)

In Karnataka, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — small holdings, semi-medium holdings, or are the two roughly equal?
a) semi-medium holdings
b) small holdings
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,e6e49c1507f478b37fff5049c4ad5cbfa204f7f30bfc4b9893384a0f4ba54133,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B031,main,landholding,diff,AgCensus2015-16 T2-4 Karnataka/All/number/SmallvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| small holdings | 13.7427 |
| semi-medium holdings | 25.504 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—small holdings, semi-medium holdings, or are the two roughly equal?
a) semi-medium holdings
b) small holdings
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,a,4108e3f8e7c6e3ad8261cab661167d53d825b27f50a06dce00c4cf1ce242d4b0,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B031,main,landholding,diff,AgCensus2015-16 T2-4 Karnataka/All/number/SmallvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 25.504 |
| Group B | 13.7427 |
(denominator: All Classes total for Karnataka/All/number=8681)
(source location: Table 2, PDF pages 25,27,28)
(Group A and Group B are anonymous labels used consistently.)

In Karnataka, according to the 2015-16 Agriculture Census, among farmers, which size class accounts for a larger share of holdings — Group A, Group B, or are the two roughly equal?
a) Group B
b) Group A
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,322885550023dfb0ad4f50306cefc98cb1b755ff67645c70376faebb36c30236,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B032,main,landholding,diff,AgCensus2015-16 T2-4 Andhra Pradesh/SC/number/MarginalvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In Andhra Pradesh, according to the 2015-16 Agriculture Census, among Scheduled Castes, which size class accounts for a larger share of holdings — marginal holdings, semi-medium holdings, or are the two roughly equal?
a) Roughly equal
b) semi-medium holdings
c) marginal holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,38117f0772e14992d7076127991e785fb0eee8cdefdd22eeffaf67e813d2ae16,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B032,main,landholding,diff,AgCensus2015-16 T2-4 Andhra Pradesh/SC/number/MarginalvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| marginal holdings | 78.8462 |
| semi-medium holdings | 5.0824 |
(denominator: All Classes total for Andhra Pradesh/SC/number=728)
(source location: Table 3, PDF pages 31,32,34)

In Andhra Pradesh, according to the 2015-16 Agriculture Census, among Scheduled Castes, which size class accounts for a larger share of holdings — marginal holdings, semi-medium holdings, or are the two roughly equal?
a) Roughly equal
b) semi-medium holdings
c) marginal holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,a90bb932b067960d9f5d65bfe1ee4490767cbfee03d297196c293317943b9606,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B032,main,landholding,diff,AgCensus2015-16 T2-4 Andhra Pradesh/SC/number/MarginalvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| marginal holdings | 5.0824 |
| semi-medium holdings | 78.8462 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—marginal holdings, semi-medium holdings, or are the two roughly equal?
a) Roughly equal
b) semi-medium holdings
c) marginal holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,b,8a6702398abc375702b1c53eb2208340ad291f983ec3ecb569832ea172f541e7,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B032,main,landholding,diff,AgCensus2015-16 T2-4 Andhra Pradesh/SC/number/MarginalvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 78.8462 |
| Group B | 5.0824 |
(denominator: All Classes total for Andhra Pradesh/SC/number=728)
(source location: Table 3, PDF pages 31,32,34)
(Group A and Group B are anonymous labels used consistently.)

In Andhra Pradesh, according to the 2015-16 Agriculture Census, among Scheduled Castes, which size class accounts for a larger share of holdings — Group A, Group B, or are the two roughly equal?
a) Roughly equal
b) Group B
c) Group A
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,26aaa03bfff588427a00d95ca5bb5fa8102335b5ae1a819b024dc0ff6cd37ae0,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B033,main,gender,equal,AgCensus2015-16 T14-16 All/femaleShare/number/MarginalvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In the 2015-16 Agriculture Census across all-India, is the proportion of holdings managed by women greater for marginal holdings, for medium holdings, or approximately equal for the two?
a) medium holdings
b) Roughly equal
c) marginal holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,602daa20251dc52de94c3af21abef93aea2278b009fad1645f3cb184760709da,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B033,main,gender,equal,AgCensus2015-16 T14-16 All/femaleShare/number/MarginalvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| marginal holdings | 14.7014 |
| medium holdings | 9.805 |
(denominator: female share within All/Marginal/number (M+F=100099) versus All/Medium/number (M+F=5538))
(source location: Table 14, PDF pages 61-62)

In the 2015-16 Agriculture Census across all-India, is the proportion of holdings managed by women greater for marginal holdings, for medium holdings, or approximately equal for the two?
a) medium holdings
b) Roughly equal
c) marginal holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,396976a96923a53c592898d7794dc35df848dc7c3abc11d54f7c20c174af252b,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B033,main,gender,equal,AgCensus2015-16 T14-16 All/femaleShare/number/MarginalvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| marginal holdings | 20.805 |
| medium holdings | 9.805 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—marginal holdings, medium holdings, or are the two roughly equal?
a) medium holdings
b) Roughly equal
c) marginal holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,06278de54ed82a7a7d38111b01289600593e6044afd8cca44a68cb910de47a8b,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B033,main,gender,equal,AgCensus2015-16 T14-16 All/femaleShare/number/MarginalvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 14.7014 |
| Group B | 9.805 |
(denominator: female share within All/Marginal/number (M+F=100099) versus All/Medium/number (M+F=5538))
(source location: Table 14, PDF pages 61-62)
(Group A and Group B are anonymous labels used consistently.)

In the 2015-16 Agriculture Census across all-India, is the proportion of holdings managed by women greater for Group A, for Group B, or approximately equal for the two?
a) Group B
b) Roughly equal
c) Group A
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,36b26161b673110ab586e962ac5573b8306777d4b83a8d4c943fcc43760bac97,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B034,main,gender,equal,AgCensus2015-16 T14-16 All/femaleShare/number/LargevsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"At the all-India level in the 2015-16 Agriculture Census, is the share of holdings operated by women larger for large holdings, for medium holdings, or roughly the same for both?
a) Roughly equal
b) medium holdings
c) large holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,a,4a7a0d1c8a101aae0b955e82ccd046645eaaa87b7a07c1654247cd36fed5a0ea,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B034,main,gender,equal,AgCensus2015-16 T14-16 All/femaleShare/number/LargevsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| large holdings | 8.0586 |
| medium holdings | 9.805 |
(denominator: female share within All/Large/number (M+F=819) versus All/Medium/number (M+F=5538))
(source location: Table 14, PDF pages 61-62)

At the all-India level in the 2015-16 Agriculture Census, is the share of holdings operated by women larger for large holdings, for medium holdings, or roughly the same for both?
a) Roughly equal
b) medium holdings
c) large holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,a,619f3b04d6450c4843369f1bcb63251fdcc10317b5b5e976a853c5cda9ef3488,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B034,main,gender,equal,AgCensus2015-16 T14-16 All/femaleShare/number/LargevsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| large holdings | 20.805 |
| medium holdings | 9.805 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—large holdings, medium holdings, or are the two roughly equal?
a) Roughly equal
b) medium holdings
c) large holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,01276ca814fef49dc4069a7398a618075db4f90993fe0afea2302ccc1dfd913b,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
